Country,Long,Lat,Paper,Range,,,,,,
New Zealand,173.0040,-34.6790,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,172.8580,-34.4240,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
South Africa,19.011667,-34.15,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,18.85,-34.083333,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,18.716667,-34,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,18.4280,-33.9910,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
South Africa,18.430278,-33.989444,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,18.8370,-33.9480,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
South Africa,18.854444,-33.930833,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,19.1180,-33.9220,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
South Africa,18.86,-33.92,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,19.133333,-33.916667,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,18.95,-33.916667,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,18.8160,-33.9160,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
South Africa,18.633333,-33.9,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,19.040278,-33.874444,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,18.6475,-33.8325,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,18.8400,-33.8200,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
South Africa,18.869722,-33.805556,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,19.0010,-33.7810,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
South Africa,18.955833,-33.724167,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,19.0420,-33.6670,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
South Africa,18.983333,-33.633333,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,20.813,-33.526,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
South Africa,19.3050,-33.3770,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
South Africa,19.316667,-33.366667,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-83.394,32.828,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-81.0001,34.0004,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-79.642,35.527,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-86.2503,35.7503,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-119.751,37.2502,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-78.907,37.688,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-122.4313,37.7740,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-92.5005,38.2503,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-90.1994,38.6270,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-80.599,38.687,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-77.0369,38.9072,USDA (1981)The Yellowjackets of America north of Mexico.,Invaded,,,,,,
USA,-119.9772,38.9399,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-76.75,39.0004,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-76.9075,39.0348,"Landolt et al. (1999) Social Wasps (Hymenoptera: Vespidae) Trapped with Acetic Acid and Isobutanol. The Florida Entomologist, Vol. 82, No. 4 (Dec., 1999), pp. 609-614",Invaded,,,,,,
USA,-76.6413,39.0458,Landolt & Zhang (2016) Discovery and Development of Chemical Attractants Used to Trap Pestiferous Social Wasps (Hymenoptera: Vespidae). J Chem Ecol (2016) 42:655–665,Invaded,,,,,,
USA,-75.573,39.135,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-120.8980,39.9341,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-89.2504,40.0003,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-86.2503,40.0003,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-74.4999,40.1671,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-82.853,40.27,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-86.5108,40.2795,"Macdonald et al. (1980) 	The German Yellowjacket (Vespula germanica) Problem in the United States (Hymenoptera: Vespidae). Bulletin of the Entomological Society of America 26: 436-449",Invaded,,,,,,
USA,-86.8753,40.4167,"Macdonald et al. (1980) 	The German Yellowjacket (Vespula germanica) Problem in the United States (Hymenoptera: Vespidae). Bulletin of the Entomological Society of America 26: 436-447",Invaded,,,,,,
USA,-86.9212,40.4237,"Macdonald et al. (1980) 	The German Yellowjacket (Vespula germanica) Problem in the United States (Hymenoptera: Vespidae). Bulletin of the Entomological Society of America 26: 436-444",Invaded,,,,,,
USA,-77.616,40.884,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-82.3018,40.9436,Wegner & Jordan (2005) Comparison of Three Liquid Lures for Trapping Social Wasps (Hymenoptera: Vespidae). J. Econ. Entomol. 98(3): 664Ð666,Invaded,,,,,,
USA,-80.8543,41.6604,"Macdonald et al. (1980) 	The German Yellowjacket (Vespula germanica) Problem in the United States (Hymenoptera: Vespidae). Bulletin of the Entomological Society of America 26: 436-445",Invaded,,,,,,
USA,-72.6665,41.667,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-83.5688,41.7792,"Macdonald et al. (1980) 	The German Yellowjacket (Vespula germanica) Problem in the United States (Hymenoptera: Vespidae). Bulletin of the Entomological Society of America 26: 436-446",Invaded,,,,,,
USA,-93.5005,42.0003,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-71.85,42.373,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-76.5019,42.4440,"Macdonald et al. (1980) 	The German Yellowjacket (Vespula germanica) Problem in the United States (Hymenoptera: Vespidae). Bulletin of the Entomological Society of America 26: 436-448",Invaded,,,,,,
USA,-76.5488,42.4576,USDA (1981)The Yellowjackets of America north of Mexico.,Invaded,,,,,,
USA,-84.4822,42.7018,USDA (1981)The Yellowjackets of America north of Mexico.,Invaded,,,,,,
USA,-75.4999,43.0003,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-116.5635,43.5407,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-84.709,43.555,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-116.2146,43.6187,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-116.6874,43.6629,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-116.3540,43.6954,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-116.9949,43.8768,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-71.583,43.892,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-120.501,44.0001,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-72.7498,44.0003,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-116.9165,44.0077,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-90.0004,44.5002,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-114.754,44.842,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-93.0900,44.9537,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-93.2650,44.9778,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-69.2498,45.5003,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-118.3877,45.9326,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-118.3883,46.0493,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-118.3430,46.0646,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-122.9382,46.1382,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-86.882,46.168,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-94.2506,46.2502,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-120.5059,46.6021,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-120.5059,46.6021,Landolt & Zhang (2016) Discovery and Development of Chemical Attractants Used to Trap Pestiferous Social Wasps (Hymenoptera: Vespidae). J Chem Ecol (2016) 42:655–665,Invaded,,,,,,
USA,-120.5059,46.6021,"Landolt et al. (1999) Social Wasps (Hymenoptera: Vespidae) Trapped with Acetic Acid and Isobutanol. The Florida Entomologist, Vol. 82, No. 4 (Dec., 1999), pp. 609-614",Invaded,,,,,,
USA,-122.9640,46.6620,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-117.1817,46.7298,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-122.1295,47.0676,Landolt & Zhang (2016) Discovery and Development of Chemical Attractants Used to Trap Pestiferous Social Wasps (Hymenoptera: Vespidae). J Chem Ecol (2016) 42:655–665,Invaded,,,,,,
USA,-122.1295,47.0676,"Landolt et al. (1999) Social Wasps (Hymenoptera: Vespidae) Trapped with Acetic Acid and Isobutanol. The Florida Entomologist, Vol. 82, No. 4 (Dec., 1999), pp. 609-614",Invaded,,,,,,
USA,-122.2929,47.1854,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-122.4443,47.2529,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-122.2285,47.3073,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-122.2171,47.4829,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-120.501,47.5001,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
USA,-122.3321,47.6062,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-122.4787,48.7519,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-122.7349,49.1115,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-123.1207,49.2827,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-97.1384,49.8951,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
USA,-106.6700,52.1332,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
Afghanistan,66.16,33.961,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
Afghanistan,69.2075,34.5553,"Libor Dvorak, Personal collection, sent to us for genetic analysis.",Native,,,,,,
Albania,20.061,41.281,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
Armenia,45.03,40.198,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
Armenia,44.2419,40.5133,"Libor Dvorak, Personal collection, sent to us for genetic analysis.",Native,,,,,,
Austria,15.9900,46.6880,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Austria,15.4280,46.7820,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Austria,15.4390,47.0700,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Austria,15.4390,47.0700,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Austria,15.4390,47.0700,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Austria,14.3990,47.0980,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Austria,15.5340,47.1600,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Austria,13.931,47.422,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
Belarus,28.154,53.703,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
Belgium,4.3905,50.6966,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native,,,,,,
Belgium,4.627,50.739,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
Belgium,4.9850,50.7970,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Belgium,4.7030,50.8750,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Belgium,4.6580,50.8850,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Belgium,4.7220,50.8930,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Belgium,4.9850,50.9260,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Native,,,,,,
Bulgaria,23.2664,42.6479,"Libor Dvorak, Personal collection, sent to us for genetic analysis.",Native,,,,,,
Bulgaria,25.27,42.678,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
Canary Islands,-16.25974,28.155,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
Channel Islands,-2.557,49.467,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
Channel Islands,-2.122,49.224,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
China,102.855,30.548,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
China,89.141,31.068,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
China,96.348,36.036,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
China,102.13,38.522,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Native,,,,,,
