Country,Long,Lat,Paper,Range
Turkey,27.1428,38.4237,"Yuldirim (2012) The distribution and biogeography of Vespidae
(Hymenoptera: Aculeata) in Turkey. Tu?rk. entomol. derg. 36 (1): 23-42",Native
Turkey,37.0150,39.7505,"Yuldirim (2012) The distribution and biogeography of Vespidae
(Hymenoptera: Aculeata) in Turkey. Tu?rk. entomol. derg. 36 (1): 23-42",Native
Turkey,41.2658,39.9055,"Yuldirim (2012) The distribution and biogeography of Vespidae
(Hymenoptera: Aculeata) in Turkey. Tu?rk. entomol. derg. 36 (1): 23-42",Native
Turkey,27.5532,40.5858,"Yuldirim (2012) The distribution and biogeography of Vespidae
(Hymenoptera: Aculeata) in Turkey. Tu?rk. entomol. derg. 36 (1): 23-42",Native
Turkey,36.3361,41.2797,"Yuldirim (2012) The distribution and biogeography of Vespidae
(Hymenoptera: Aculeata) in Turkey. Tu?rk. entomol. derg. 36 (1): 23-42",Native
UK,1.4253,51.4888,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-1.5167,51.5167,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,1.0933,51.5235,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-0.3607,51.8155,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-0.3607,51.8155,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-0.9264,52.2286,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-0.9264,52.2286,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-0.0728,52.3251,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-2.4875,53.7486,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-1.7246,53.8497,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-1.0819,53.9623,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-1.4595,55.0199,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-1.4595,55.0199,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
UK,-1.4595,55.0199,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Ukraine,34.5000,44.7500,"NAZAROVn(1995) POLLINATION OF STEVENIELLA SATYRIOIDES (ORCHIDACEAE) BY WASPS (HYMENOPTERA, VESPOIDEA) IN THE CRIMEA. Lindleyana 10(2): 109–114.",Native
Ukraine,32.8470,45.5840,"NAZAROVn(1995) POLLINATION OF STEVENIELLA SATYRIOIDES (ORCHIDACEAE) BY WASPS (HYMENOPTERA, VESPOIDEA) IN THE CRIMEA. Lindleyana 10(2): 109–114.",Native
United Kingdom,-1.6355,50.9522,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,1.7152,50.9560,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.6689,51.0602,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-2.4419,51.3714,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.4411,51.4888,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.4411,51.4888,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.4411,51.4888,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.4411,51.4888,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.4411,51.4888,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.4411,51.4888,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.1049,51.5209,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.1049,51.5209,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.1049,51.5209,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.1049,51.5209,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.1049,51.5209,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,-1.1049,51.5209,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,1.2465,51.7612,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,1.2465,51.7612,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,1.2465,51.7612,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,1.4791,52.6027,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
United Kingdom,1.4791,52.6027,"Yuldirim (2012) The distribution and biogeography of Vespidae
(Hymenoptera: Aculeata) in Turkey. Tu?rk. entomol. derg. 36 (1): 23-42",Native
